immeubles_appellation_courante,immeubles_date_siecle,immeubles_adresse,immeubles_reference,immeubles_lat,immeubles_long,immeubles_coordonnees_finales,immeubles_geopoint,nom_realisateur,nationalite_realisateur,date_naissance_realisateur,id_lieu_tournage,annee_tournage,type_tournage,nom_tournage,nom_producteur,adresse_lieu,ardt_lieu,tournage_debut,tournage_duree,tournage_fin,coord_x,coord_y,filmLabel,imdbID,visa,cost,geopoint_tournage,id_lieu_tournage_count
"Métropolitain, station Chardon-Lagache",20e siècle,rue Molitor ; rue Chardon-Lagache,PA00086696,2.26649985927631,48.8450190787321,"48.8450190787,2.26649985928",POINT(48.8450190787321 2.26649985927631),Lisa Azuelos,France,1965-11-06T00:00:00Z,2016-1068,2016,Long métrage,DALIDA,Bethsabee Mucho,11  Rue  Chardon Lagache (hopital Ste Perine),75016,2016-03-04T00:00:00.000Z,1,2016-03-04T00:00:00.000Z,2.26667,48.844977,DALIDA,tt5039860,,,POINT(48.844977 2.26667),1
,,,,,,,,Chad Chenouga,France,1962-05-11T00:00:00Z,2016-1069,2016,Long métrage,NIAQUE,Ts Productions,33  Boulevard  Des Invalides,75007,2016-03-04T00:00:00.000Z,1,2016-03-04T00:00:00.000Z,2.314847,48.852291,,,,,POINT(48.852291 2.314847),1
,,,,,,,,,,,2016-107,2016,Série TV,ALICE NEVERS,Ego Production,3  Rue  D'argenteuil,75001,2016-04-01T00:00:00.000Z,1,2016-04-01T00:00:00.000Z,2.334043,48.864359,,,,,POINT(48.864359 2.334043),1
,,,,,,,,,,,2016-1070,2016,Long métrage,DEMAIN ET TOUS LES AUTRES JOURS (2),F Comme Film,Ecole  Vulpian Gervais Corvisart,75013,2016-03-05T00:00:00.000Z,1,2016-03-05T00:00:00.000Z,2.347686,48.831737,,,,,POINT(48.831737 2.347686),1
Immeuble dit Garde-meuble Odoul,20e siècle,8 passage de l'Atlas,PA75190003,2.37735578323969,48.875547047499,"48.8755470475,2.37735578324",POINT(48.875547047499 2.37735578323969),,,,2016-1071,2016,Long métrage,C'EST TOUT POUR MOI,Lgm Cinema,3  Villa  Marcel Lods,75019,2016-03-08T00:00:00.000Z,1,2016-03-08T00:00:00.000Z,2.377377,48.875419,C'EST TOUT POUR MOI,tt5600326,,,POINT(48.875419 2.377377),1
,,,,,,,,,,,2016-1072,2016,Long métrage,DEMAIN ET TOUS LES AUTRES JOURS (2),F Comme Film,15  Rue  Poliveau,75005,2016-04-01T00:00:00.000Z,1,2016-04-01T00:00:00.000Z,2.360048,48.840246,,,,,POINT(48.840246 2.360048),1
,,,,,,,,Philippe Lacheau,France,1980-06-25T00:00:00Z,2016-1073,2016,Long métrage,ALIBI.COM,Fechner Films,Parc  Des Buttes Chaumont,75019,2016-05-26T00:00:00.000Z,2,2016-05-27T00:00:00.000Z,2.387537,48.879186,ALIBI.COM,tt5657028,,,POINT(48.879186 2.387537),1
,,,,,,,,Aditya Chopra,India,1971-05-21T00:00:00Z,2016-1074,2016,Long métrage,BEFIKRE,Firstep,Rue  Girardon,75018,2016-05-27T00:00:00.000Z,1,2016-05-27T00:00:00.000Z,2.337918,48.88809,BEFIKRE,tt5108476,,,POINT(48.88809 2.337918),1
,,,,,,,,,,,2016-1075,2016,Long métrage,LUMIERE AMOUREUSE,Koi Films,55  Boulevard  Rochechouart,75009,2016-06-07T00:00:00.000Z,1,2016-06-07T00:00:00.000Z,2.340934,48.882024,,,,,POINT(48.882024 2.340934),1
,,,,,,,,Rachid Hami,France,1985-08-16T00:00:00Z,2016-1076,2016,Long métrage,MELODIE,Mizar Films,23  Rue  Du Docteur Potain,75019,2016-06-15T00:00:00.000Z,1,2016-06-15T00:00:00.000Z,2.397805,48.877122,,,,,POINT(48.877122 2.397805),1
,,,,,,,,,,,2016-1077,2016,Long métrage,UNE VIE VIOLENTE,Les Films Velvet,Boulevard  Du Montparnasse,75006,2016-06-16T00:00:00.000Z,2,2016-06-17T00:00:00.000Z,2.325946,48.84341,UNE VIE VIOLENTE,tt6805328,,,POINT(48.84341 2.325946),1
Immeuble,17e siècle,24 rue des Bourdonnais,PA00085855,2.34467157571432,48.8593735750257,"48.859373575,2.34467157571",POINT(48.8593735750257 2.34467157571432),Robin Campillo,France,1962-08-16T00:00:00Z,2016-1078,2016,Long métrage,120 BATTEMENTS PAR MINUTE,Les Films De Pierre,Rue  Des Bourdonnais,75001,2016-07-02T00:00:00.000Z,1,2016-07-02T00:00:00.000Z,2.344681,48.859439,120 BATTEMENTS PAR MINUTE,tt6135348,,,POINT(48.859439 2.344681),1
,,,,,,,,Philippe Garrel,France,1948-04-06T00:00:00Z,2016-1079,2016,Long métrage,AMANT D'UN JOUR,Sbs Films,2  Rue  De La Palestine,75019,2016-07-29T00:00:00.000Z,1,2016-07-29T00:00:00.000Z,2.389677,48.875523,,,,,POINT(48.875523 2.389677),1
,,,,,,,,Fred Garson,France,2000-01-01T00:00:00Z,2016-108,2016,Série TV,S HOMMES DE L'OMBRE,Macondo,Carrefour  Rue Thomas Mann,75013,2016-04-15T00:00:00.000Z,1,2016-04-15T00:00:00.000Z,2.379982,48.829966,,,,,POINT(48.829966 2.379982),1
,,,,,,,,Michel Hazanavicius,France,1967-03-29T00:00:00Z,2016-1080,2016,Long métrage,REDOUTABLE,Les Compagnons Du Cinema,Boulevard  Henri Iv,75004,2016-08-16T00:00:00.000Z,2,2016-08-17T00:00:00.000Z,2.36443,48.85172,REDOUTABLE,tt5687334,,,POINT(48.85172 2.36443),1
,,,,,,,,Robin Campillo,France,1962-08-16T00:00:00Z,2016-1081,2016,Long métrage,120 BATTEMENTS PAR MINUTE,Les Films De Pierre,2/4  Impasse  Lamier,75011,2016-08-17T00:00:00.000Z,1,2016-08-17T00:00:00.000Z,2.388745,48.858004,120 BATTEMENTS PAR MINUTE,tt6135348,,,POINT(48.858004 2.388745),1
,,,,,,,,Thomas Langmann,France,1971-05-24T00:00:00Z,2016-1082,2016,Long métrage,STARS 80 LA SUITE,La Petite Reine,Place  Vauban,75007,2016-09-19T00:00:00.000Z,1,2016-09-19T00:00:00.000Z,2.311754,48.853056,,,,,POINT(48.853056 2.311754),1
,,,,,,,,,,,2016-1083,2016,Long métrage,BITTER FLOWERS,Mille Et Une Films,44  Avenue  D'ivry,75013,2016-10-04T00:00:00.000Z,1,2016-10-04T00:00:00.000Z,2.365814,48.823448,BITTER FLOWERS,tt7411742,,,POINT(48.823448 2.365814),1
,,,,,,,,André Téchiné,France,1943-03-13T00:00:00Z,2016-1084,2016,Long métrage,NOS ANNEES FOLLES,Arprod,41  Rue  Dareau,75014,2016-10-06T00:00:00.000Z,1,2016-10-06T00:00:00.000Z,2.335481,48.830352,,,,,POINT(48.830352 2.335481),1
,,,,,,,,Olivier Marchal,France,1958-11-14T00:00:00Z,2016-1085,2016,Long métrage,CARBONE,Les Films Manuel Munz,61  Quai  De Grenelle (hotel Novotel),75015,2016-12-15T00:00:00.000Z,2,2016-12-16T00:00:00.000Z,2.282467,48.8495,CARBONE,tt6183834,,,POINT(48.8495 2.282467),1
,,,,,,,,Fred Garson,France,2000-01-01T00:00:00Z,2016-1086,2016,Série TV,S HOMMES DE L'OMBRE,Macondo,Rue  Mouffetard,75005,2016-03-21T00:00:00.000Z,1,2016-03-21T00:00:00.000Z,2.349646,48.842184,,,,,POINT(48.842184 2.349646),1
,,,,,,,,,,,2016-1087,2016,Série TV,STAY WITH ME,Paris 818 Media,20  Rue  Lafayette,75009,2016-04-02T00:00:00.000Z,1,2016-04-02T00:00:00.000Z,2.336218,48.873828,,,,,POINT(48.873828 2.336218),1
,,,,,,,,Christophe Campos,France,1950-01-01T00:00:00Z,2016-1088,2016,Série TV,CLEM,Merlin Productions,20  Rue  Mederic/ecole De Cuisine Jean Drouant,75017,2016-05-17T00:00:00.000Z,4,2016-05-20T00:00:00.000Z,2.30374,48.880748,,,,,POINT(48.880748 2.30374),1
,,,,,,,,Zabou Breitman,France,1959-10-30T00:00:00Z,2016-1089,2016,Série TV,CHRONIQUES PARISIENNES,Les Films Du Kiosque,Place  Saint Gervais,75004,2016-10-01T00:00:00.000Z,1,2016-10-01T00:00:00.000Z,2.354117,48.855529,,,,,POINT(48.855529 2.354117),1
,,,,,,,,,,,2016-109,2016,Série TV,JOSEPHINE ANGE GARDIEN/81,Demd Productions,16  Rue  Choron,75009,2016-05-19T00:00:00.000Z,9,2016-05-27T00:00:00.000Z,2.340611,48.877669,,,,,POINT(48.877669 2.340611),1
,,,,,,,,Zabou Breitman,France,1959-10-30T00:00:00Z,2016-1090,2016,Série TV,CHRONIQUES PARISIENNES,Les Films Du Kiosque,Pont  Bir Hakeim,75015,2016-10-01T00:00:00.000Z,1,2016-10-01T00:00:00.000Z,2.288998,48.854649,,,,,POINT(48.854649 2.288998),1
,,,,,,,,Christophe Barraud,France,1964-06-13T00:00:00Z,2016-1091,2016,Série TV,BOWITZ CONTRE LEBOWITZ/9 A 12,Chabraque Productions,47  Rue  De Charonne,75011,2016-10-31T00:00:00.000Z,1,2016-10-31T00:00:00.000Z,2.377442,48.853315,,,,,POINT(48.853315 2.377442),1
,,,,,,,,,,,2016-1092,2016,Série TV,FRACTAL,Midnight Cut,Rue  Paul Bert/impasse Charles Petit,75011,2016-12-15T00:00:00.000Z,1,2016-12-15T00:00:00.000Z,2.385079,48.851176,,,,,POINT(48.851176 2.385079),1
,,,,,,,,,,,2016-1093,2016,Téléfilm,OBLOMOV,Agat Films Et Cie,5  Rue  De L'exposition,75007,2016-01-04T00:00:00.000Z,4,2016-01-07T00:00:00.000Z,2.302919,48.857869,,,,,POINT(48.857869 2.302919),1
,,,,,,,,Yves Rénier,Switzerland,1942-09-29T00:00:00Z,2016-1094,2016,Téléfilm,JE VOULAIS JUSTE RENTRER CHEZ MOI,Chabraque Productions,51  Avenue  Poincare,75016,2016-11-24T00:00:00.000Z,1,2016-11-24T00:00:00.000Z,2.285865,48.86692,JE VOULAIS JUSTE RENTRER CHEZ MOI,tt7909924,,,POINT(48.86692 2.285865),1
,,,,,,,,Yvan Attal,Israël,1965-01-04T00:00:00Z,2016-1095,2016,Long métrage,BRIO,Chapter 2,92  Rue  D'assas,75006,2016-12-16T00:00:00.000Z,1,2016-12-16T00:00:00.000Z,2.333494,48.843572,BRIO,tt6462462,,,POINT(48.843572 2.333494),1
,,,,,,,,Cyprien Vial,France,1979-06-14T00:00:00Z,2016-1096,2016,Long métrage,EMBRASSE MOI,Nolita Cinema,11  Rue  Ferdinand Gambon,75020,2016-07-26T00:00:00.000Z,2,2016-07-27T00:00:00.000Z,2.407056,48.85373,,,,,POINT(48.85373 2.407056),1
,,,,,,,,Michel Hazanavicius,France,1967-03-29T00:00:00Z,2016-1097,2016,Long métrage,REDOUTABLE,Les Compagnons Du Cinema,5  Rue  De La Banque,75002,2016-08-23T00:00:00.000Z,1,2016-08-23T00:00:00.000Z,2.34016,48.866664,REDOUTABLE,tt5687334,,,POINT(48.866664 2.34016),1
,,,,,,,,Tarek Boudali,France,1979-11-05T00:00:00Z,2016-1098,2016,Long métrage,MARIAGE BLANC,Axel Films,74  Rue  De Dunkerque,75009,2016-09-02T00:00:00.000Z,1,2016-09-02T00:00:00.000Z,2.345941,48.882328,,,,,POINT(48.882328 2.345941),1
,,,,,,,,André Téchiné,France,1943-03-13T00:00:00Z,2016-1099,2016,Long métrage,NOS ANNEES FOLLES,Arprod,Bois*  De Boulogne,75016,2016-09-13T00:00:00.000Z,1,2016-09-13T00:00:00.000Z,2.286885,48.875133,,,,,POINT(48.875133 2.286885),1
Maison,,13 rue Sévigné,PA00086446,2.36237650280789,48.8561966305848,"48.8561966306,2.36237650281",POINT(48.8561966305848 2.36237650280789),Aditya Chopra,India,1971-05-21T00:00:00Z,2016-11,2016,Long métrage,BEFIKRE,Firstep,Rue  De Sevigne,75004,2016-02-26T00:00:00.000Z,1,2016-02-26T00:00:00.000Z,2.362289,48.856067,BEFIKRE,tt5108476,,,POINT(48.856067 2.362289),1
,,,,,,,,Charlotte Brandström,Sweden,1959-05-30T00:00:00Z,2016-110,2016,Série TV,ART DU CRIME,Gaumont Television,Square  Jehan Rictus,75018,2016-07-15T00:00:00.000Z,1,2016-07-15T00:00:00.000Z,2.349552,48.8925,,,,,POINT(48.8925 2.349552),1
,,,,,,,,Tarek Boudali,France,1979-11-05T00:00:00Z,2016-1100,2016,Long métrage,MARIAGE BLANC,Axel Films,Terre Plein  Angle Av St Maurice Et Av Daumesnil,75012,2016-09-14T00:00:00.000Z,1,2016-09-14T00:00:00.000Z,2.419124,48.828341,,,,,POINT(48.828341 2.419124),1
Marché Secrétan,19e siècle,32 avenue Secrétan,PA00086766,2.37388493497831,48.8813639317585,"48.8813639318,2.37388493498",POINT(48.8813639317585 2.37388493497831),Maxime Govare,France,1980-09-29T00:00:00Z,2016-1101,2016,Long métrage,JUST DIVORCED,Les Improductibles,33  Avenue  Secretan (superette Les 5 Fermes),75019,2016-09-27T00:00:00.000Z,1,2016-09-27T00:00:00.000Z,2.373733,48.881383,,,,,POINT(48.881383 2.373733),1
,,,,,,,,,,,2016-1102,2016,Long métrage,BITTER FLOWERS,Mille Et Une Films,Boulevard  De La Villette,75019,2016-10-03T00:00:00.000Z,1,2016-10-03T00:00:00.000Z,2.370574,48.878667,BITTER FLOWERS,tt7411742,,,POINT(48.878667 2.370574),1
,,,,,,,,Guillaume Canet,France,1973-04-10T00:00:00Z,2016-1103,2016,Long métrage,GC5,Les Productions Du Tresor,9 Et 11  Rue  Tronchet,75008,2016-03-08T00:00:00.000Z,1,2016-03-08T00:00:00.000Z,2.32541,48.871633,,,,,POINT(48.871633 2.32541),1
,,,,,,,,Lisa Azuelos,France,1965-11-06T00:00:00Z,2016-1104,2016,Long métrage,DALIDA,Bethsabee Mucho,34  Boulevard  Victor,75015,2016-03-17T00:00:00.000Z,1,2016-03-17T00:00:00.000Z,2.286803,48.832901,DALIDA,tt5039860,,,POINT(48.832901 2.286803),1
,,,,,,,,Audrey Dana,France,1977-09-21T00:00:00Z,2016-1105,2016,Long métrage,SI J'ETAIS UN HOMME,Curiosa Films,57/59  Place  De La Reunion,75020,2016-03-18T00:00:00.000Z,1,2016-03-18T00:00:00.000Z,2.400886,48.855449,,,,,POINT(48.855449 2.400886),1
,,,,,,,,David Moreau,France,1976-07-14T00:00:00Z,2016-1106,2016,Long métrage,SEULS,Echo Films,37/41  Avenue  Du General Sarrail,75016,2016-03-29T00:00:00.000Z,1,2016-03-29T00:00:00.000Z,2.25497,48.842933,SEULS,tt3838034,,,POINT(48.842933 2.25497),1
,,,,,,,,Valérie Lemercier,France,1964-03-09T00:00:00Z,2016-1107,2016,Long métrage,MARIE FRANCINE,Rectangle Productions,26  Rue  De La Fontaine,75016,2016-04-11T00:00:00.000Z,1,2016-04-11T00:00:00.000Z,2.273627,48.851796,,,,,POINT(48.851796 2.273627),1
,,,,,,,,Nadir Moknèche,France,1965-02-01T00:00:00Z,2016-1108,2016,Long métrage,LOLA PATER,Blue Monday Productions,Rue  Laffitte,75009,2016-04-19T00:00:00.000Z,1,2016-04-19T00:00:00.000Z,2.338082,48.873923,LOLA PATER,tt5517708,,,POINT(48.873923 2.338082),1
,,,,,,,,Aditya Chopra,India,1971-05-21T00:00:00Z,2016-1109,2016,Long métrage,BEFIKRE,Firstep,Quai  Aux Fleurs,75004,2016-04-26T00:00:00.000Z,1,2016-04-26T00:00:00.000Z,2.351582,48.854116,BEFIKRE,tt5108476,,,POINT(48.854116 2.351582),1
,,,,,,,,Pascal Sid,France,1979-05-13T00:00:00Z,2016-111,2016,Série TV,BLACKPILLS/PLAYGROUND,Together Media 2,Bois*  De Boulogne,75016,2016-08-08T00:00:00.000Z,1,2016-08-08T00:00:00.000Z,2.286885,48.875133,,,,,POINT(48.875133 2.286885),1
,,,,,,,,Chad Chenouga,France,1962-05-11T00:00:00Z,2016-1110,2016,Long métrage,NIAQUE,Ts Productions,Station Mto  Invalides,75007,2016-04-28T00:00:00.000Z,1,2016-04-28T00:00:00.000Z,2.314891,48.863325,,,,,POINT(48.863325 2.314891),1
,,,,,,,,Cyril Mennegun,France,1975-03-26T00:00:00Z,2016-1112,2016,Long métrage,DANIEL,Unite De Production,Rue  De L'agent Bailly,75009,2016-05-27T00:00:00.000Z,1,2016-05-27T00:00:00.000Z,2.3420769999999997,48.87838,,,,,POINT(48.87838 2.3420769999999997),1
,,,,,,,,,,,2016-1113,2016,Long métrage,RIRE DE MA MERE,Loma Nasha Production,22  Avenue  De La Sibelle,75014,2016-06-22T00:00:00.000Z,3,2016-06-24T00:00:00.000Z,2.338066,48.82549,,,,,POINT(48.82549 2.338066),1
,,,,,,,,Dominique Farrugia,France,1962-09-02T00:00:00Z,2016-1114,2016,Long métrage,SOUS LE MEME TOIT,Europa Corp,19  Avenue  Kleber/hotel Le Peninsula,75016,2016-07-11T00:00:00.000Z,1,2016-07-11T00:00:00.000Z,2.293316,48.871009,,,,,POINT(48.871009 2.293316),1
,,,,,,,,,,,2016-1115,2016,Série TV,BLACKPILLS/VIRGIN,Together Media 2,70  Rue  De Meaux,75019,2016-08-08T00:00:00.000Z,5,2016-08-12T00:00:00.000Z,2.37655,48.88322,,,,,POINT(48.88322 2.37655),1
,,,,,,,,Nicolas Herdt,France,1953-01-01T00:00:00Z,2016-1116,2016,Série TV,O MATTEI/14 ET 15,Lgm Cinema,Trottoir  Sur La Place Bernard Lazare,75003,2016-10-05T00:00:00.000Z,1,2016-10-05T00:00:00.000Z,2.357771,48.86593,,,,,POINT(48.86593 2.357771),1
,,,,,,,,Frédéric Mermoud,Switzerland,1969-01-01T00:00:00Z,2016-1117,2016,Série TV,ENGRENAGES /N° 7 A 12,Son Et Lumiere,15  Rue  Henri Ribiere,75019,2016-10-10T00:00:00.000Z,1,2016-10-10T00:00:00.000Z,2.395414,48.877158,,,,,POINT(48.877158 2.395414),1
,,,,,,,,,,,2016-1118,2016,Série TV,THE PACKAGE,Bh Paris Media Productions,22  Boulevard  Des Capucines,75009,2016-10-22T00:00:00.000Z,1,2016-10-22T00:00:00.000Z,2.328558,48.870051,,,,,POINT(48.870051 2.328558),1
,,,,,,,,Frédéric Mermoud,Switzerland,1969-01-01T00:00:00Z,2016-1119,2016,Série TV,ENGRENAGES /N° 7 A 12,Son Et Lumiere,Rue  D'artagnan,75012,2016-11-18T00:00:00.000Z,1,2016-11-18T00:00:00.000Z,2.38604,48.845405,,,,,POINT(48.845405 2.38604),1
,,,,,,,,Jeanne Herry,France,1978-04-19T00:00:00Z,2016-112,2016,Série TV,10%,Mon Voisin Productions,234  Rue  De Rivoli,75001,2016-09-05T00:00:00.000Z,1,2016-09-05T00:00:00.000Z,2.327206,48.865375,,,,,POINT(48.865375 2.327206),1
,,,,,,,,,,,2016-1120,2016,Téléfilm,COUP DE FOUDRE A JAIPUR,Big Band Story,Rue  Rocher/de Madrid Et Portalis,75008,2016-03-31T00:00:00.000Z,1,2016-03-31T00:00:00.000Z,2.320229,48.878256,,,,,POINT(48.878256 2.320229),1
,,,,,,,,,,,2016-1121,2016,Téléfilm,COUP DE FOUDRE A JAIPUR,Big Band Story,Place  Saint Augustin,75008,2016-03-31T00:00:00.000Z,1,2016-03-31T00:00:00.000Z,2.319789,48.875273,,,,,POINT(48.875273 2.319789),1
,,,,,,,,Éric Guirado,France,1968-09-16T00:00:00Z,2016-1122,2016,Téléfilm,UNE FEMME D'EXCEPTION,Cineteve,34  Quai  De La Marne,75019,2016-10-05T00:00:00.000Z,1,2016-10-05T00:00:00.000Z,2.384201,48.890336,UNE FEMME D'EXCEPTION,tt4669788,,,POINT(48.890336 2.384201),1
,,,,,,,,,,,2016-1123,2016,Série TV,ALICE NEVERS,Ego Production,Rue  Emile Zola,75015,2016-10-12T00:00:00.000Z,1,2016-10-12T00:00:00.000Z,2.28608,48.846601,,,,,POINT(48.846601 2.28608),1
,,,,,,,,,,,2016-1124,2016,Série TV,THE PACKAGE,Bh Paris Media Productions,Pont  Neuf,75001,2016-10-12T00:00:00.000Z,1,2016-10-12T00:00:00.000Z,2.344139,48.860317,,,,,POINT(48.860317 2.344139),1
,,,,,,,,Camille Delamarre,France,1979-10-03T00:00:00Z,2016-1125,2016,Série TV,THE WAY,Empreinte Digitale,Rue  Et Square De L'alboni,75016,2016-11-09T00:00:00.000Z,1,2016-11-09T00:00:00.000Z,2.286463,48.857775,THE WAY,tt6127140,,,POINT(48.857775 2.286463),1
,,,,,,,,Frédéric Mermoud,Switzerland,1969-01-01T00:00:00Z,2016-1126,2016,Série TV,ENGRENAGES /N° 7 A 12,Son Et Lumiere,18  Rue  Yves Toudic,75010,2016-12-12T00:00:00.000Z,1,2016-12-12T00:00:00.000Z,2.363964,48.869827,,,,,POINT(48.869827 2.363964),1
,,,,,,,,,,,2016-1127,2016,Série TV,LIANG SHENG,Kanzaman France,Rue  Mazarine,75006,2016-12-12T00:00:00.000Z,1,2016-12-12T00:00:00.000Z,2.3378259999999997,48.854893,,,,,POINT(48.854893 2.3378259999999997),1
,,,,,,,,Jeffrey Reiner,United States,1953-01-01T00:00:00Z,2016-1128,2016,Série TV,THE AFFAIR,Gem Films,27  Rue  De Bourgogne,75007,2016-12-13T00:00:00.000Z,1,2016-12-13T00:00:00.000Z,2.317776,48.858167,,,,,POINT(48.858167 2.317776),1
,,,,,,,,Manuel Boursinhac,France,1954-10-27T00:00:00Z,2016-1129,2016,Série TV,NOIR ENIGMA,Astharte Et Compagnie,Rue  Saint Jacques,75005,2016-01-09T00:00:00.000Z,1,2016-01-09T00:00:00.000Z,2.342241,48.844609,,,,,POINT(48.844609 2.342241),1
,,,,,,,,,,,2016-113,2016,Série TV,BLACKPILLS/RAISING HITLER,Together Media 2,Rue  Cler,75017,2016-09-22T00:00:00.000Z,1,2016-09-22T00:00:00.000Z,2.321556,48.887756,,,,,POINT(48.887756 2.321556),1
,,,,,,,,,,,2016-1130,2016,Série TV,STAY WITH ME,Paris 818 Media,Place  Saint Pierre,75018,2016-03-29T00:00:00.000Z,1,2016-03-29T00:00:00.000Z,2.343816,48.884326,,,,,POINT(48.884326 2.343816),1
,,,,,,,,,,,2016-1131,2016,Série TV,MA PIRE ANGOISSE,Les Improductibles,17  Rue  De Montyon,75009,2016-04-06T00:00:00.000Z,1,2016-04-06T00:00:00.000Z,2.343466,48.873056,,,,,POINT(48.873056 2.343466),1
,,,,,,,,Jeanne Herry,France,1978-04-19T00:00:00Z,2016-1133,2016,Série TV,10%,Mon Voisin Productions,2/24  Rue  Saint Honore,75008,2016-09-12T00:00:00.000Z,1,2016-09-12T00:00:00.000Z,2.324131,48.868172,,,,,POINT(48.868172 2.324131),1
,,,,,,,,Guillaume Canet,France,1973-04-10T00:00:00Z,2016-1134,2016,Long métrage,GC5,Les Productions Du Tresor,Avenue  Ruysdael,75008,2016-02-24T00:00:00.000Z,1,2016-02-24T00:00:00.000Z,2.310065,48.878173,,,,,POINT(48.878173 2.310065),1
,,,,,,,,Jalil Lespert,France,1976-09-18T00:00:00Z,2016-1135,2016,Long métrage,IRIS/EX CHAOS,Wy Productions,61  Quai  De Grenelle,75015,2016-03-04T00:00:00.000Z,1,2016-03-04T00:00:00.000Z,2.282467,48.8495,,,,,POINT(48.8495 2.282467),1
,,,,,,,,Guillaume Canet,France,1973-04-10T00:00:00Z,2016-1136,2016,Long métrage,GC5,Les Productions Du Tresor,Route  De Sevres,75016,2016-03-07T00:00:00.000Z,2,2016-03-08T00:00:00.000Z,2.257667,48.843191,,,,,POINT(48.843191 2.257667),1
,,,,,,,,Frédéric Forestier,France,1969-01-01T00:00:00Z,2016-1137,2016,Long métrage,MON POUSSIN,Les Films Du 24,12  Avenue  Trudaine,75009,2016-03-09T00:00:00.000Z,1,2016-03-09T00:00:00.000Z,2.343411,48.881483,MON POUSSIN,tt6286630,,,POINT(48.881483 2.343411),1
,,,,,,,,Audrey Dana,France,1977-09-21T00:00:00Z,2016-1138,2016,Long métrage,SI J'ETAIS UN HOMME,Curiosa Films,Rue  Petit,75019,2016-03-10T00:00:00.000Z,1,2016-03-10T00:00:00.000Z,2.385804,48.885369,,,,,POINT(48.885369 2.385804),1
,,,,,,,,Martin Provost,France,1957-05-13T00:00:00Z,2016-1139,2016,Long métrage,SAGE FEMME,Curiosa Films,Rue  Washington,75008,2016-04-11T00:00:00.000Z,1,2016-04-11T00:00:00.000Z,2.303194,48.873343,SAGE FEMME,tt5348236,,,POINT(48.873343 2.303194),1
,,,,,,,,Jeanne Herry,France,1978-04-19T00:00:00Z,2016-114,2016,Série TV,10%,Mon Voisin Productions,Boulevard  Saint Germain,75007,2016-10-10T00:00:00.000Z,1,2016-10-10T00:00:00.000Z,2.32507,48.856861,,,,,POINT(48.856861 2.32507),1
,,,,,,,,Valérie Lemercier,France,1964-03-09T00:00:00Z,2016-1140,2016,Long métrage,MARIE FRANCINE,Rectangle Productions,11  Rue  Pirandello,75013,2016-04-19T00:00:00.000Z,1,2016-04-19T00:00:00.000Z,2.355895,48.836476,,,,,POINT(48.836476 2.355895),1
,,,,,,,,Philippe Lacheau,France,1980-06-25T00:00:00Z,2016-1141,2016,Long métrage,ALIBI.COM,Fechner Films,101  Rue  De Miromesnil,75008,2016-04-26T00:00:00.000Z,1,2016-04-26T00:00:00.000Z,2.315292,48.880528,ALIBI.COM,tt5657028,,,POINT(48.880528 2.315292),1
,,,,,,,,,,,2016-1142,2016,Long métrage,DEMAIN ET TOUS LES AUTRES JOURS (2),F Comme Film,15  Rue  Poliveau,75005,2016-05-02T00:00:00.000Z,1,2016-05-02T00:00:00.000Z,2.360048,48.840246,,,,,POINT(48.840246 2.360048),1
,,,,,,,,Valérie Lemercier,France,1964-03-09T00:00:00Z,2016-1143,2016,Long métrage,MARIE FRANCINE,Rectangle Productions,5/7  Square  Chatillon,75014,2016-05-04T00:00:00.000Z,2,2016-05-05T00:00:00.000Z,2.323396,48.825793,,,,,POINT(48.825793 2.323396),1
,,,,,,,,Stéphane Robelin,France,1950-01-01T00:00:00Z,2016-1144,2016,Long métrage,FLORA63,Ici Et La Productions,Place  Des Abbesses,75018,2016-05-13T00:00:00.000Z,1,2016-05-13T00:00:00.000Z,2.338302,48.884608,,,,,POINT(48.884608 2.338302),1
,,,,,,,,Valérie Lemercier,France,1964-03-09T00:00:00Z,2016-1145,2016,Long métrage,MARIE FRANCINE,Rectangle Productions,41  Rue  Poussin,75016,2016-06-06T00:00:00.000Z,1,2016-06-06T00:00:00.000Z,2.260817,48.848352,,,,,POINT(48.848352 2.260817),1
,,,,,,,,Stéphane Kazandjian,France,1953-01-01T00:00:00Z,2016-1146,2016,Long métrage,BAD BUZZ,Echo Films,Rue  Bouvines,75011,2016-07-12T00:00:00.000Z,1,2016-07-12T00:00:00.000Z,2.395738,48.849625,BAD BUZZ,tt6253370,,,POINT(48.849625 2.395738),1
,,,,,,,,,,,2016-1147,2016,Long métrage,VIE DE CHATEAU,Srab Films,Boulevard  De Strasbourg,75010,2016-08-19T00:00:00.000Z,1,2016-08-19T00:00:00.000Z,2.355912,48.872684,,,,,POINT(48.872684 2.355912),1
,,,,,,,,,,,2016-1148,2016,Long métrage,S FANTOMES D'ISMAEL,Why Not Productions,Passage  Des Panoramas,75002,2016-09-05T00:00:00.000Z,1,2016-09-05T00:00:00.000Z,2.341647,48.87102,,,,,POINT(48.87102 2.341647),1
,,,,,,,,Robin Campillo,France,1962-08-16T00:00:00Z,2016-1149,2016,Long métrage,120 BATTEMENTS PAR MINUTE,Les Films De Pierre,Rue  Michel Chasles,75012,2016-09-14T00:00:00.000Z,1,2016-09-14T00:00:00.000Z,2.373803,48.847009,120 BATTEMENTS PAR MINUTE,tt6135348,,,POINT(48.847009 2.373803),1
