immeubles_appellation_courante,immeubles_date_siecle,immeubles_adresse,immeubles_reference,immeubles_lat,immeubles_long,immeubles_coordonnees_finales,immeubles_geopoint,nom_realisateur,nationalite_realisateur,date_naissance_realisateur,id_lieu_tournage,annee_tournage,type_tournage,nom_tournage,nom_producteur,adresse_lieu,ardt_lieu,tournage_debut,tournage_duree,tournage_fin,coord_x,coord_y,filmLabel,imdbID,visa,cost,geopoint_tournage,id_lieu_tournage_count
,,,,,,,,Cédric Klapisch,France,1961-09-04T00:00:00Z,2018-1505,2018,Long métrage,DEUX MOI,Ce Qui Me Meut,26 Rue De Sèvres,75007,2018-12-06T00:00:00.000Z,1,2018-12-06T00:00:00.000Z,2.32380674,48.85022416,DEUX MOI,tt10407272,,,POINT(48.85022416 2.32380674),1
,,,,,,,,Cédric Klapisch,France,1961-09-04T00:00:00Z,2018-1506,2018,Long métrage,DEUX MOI,Ce Qui Me Meut,Place Du Panthéon,75005,2018-12-06T00:00:00.000Z,1,2018-12-06T00:00:00.000Z,2.34482777,48.84608908,DEUX MOI,tt10407272,,,POINT(48.84608908 2.34482777),1
,,,,,,,,Cédric Klapisch,France,1961-09-04T00:00:00Z,2018-1507,2018,Long métrage,DEUX MOI,Ce Qui Me Meut,7 Rue De L'estrapade,75005,2018-12-06T00:00:00.000Z,1,2018-12-06T00:00:00.000Z,2.34739498,48.84453814,DEUX MOI,tt10407272,,,POINT(48.84453814 2.34739498),1
,,,,,,,,,,,2018-1508,2018,Téléfilm,BIGGIE LA FAIM DE VIVRE,Barjac Production,167 Rue Nationale,75013,2018-12-12T00:00:00.000Z,2,2018-12-13T00:00:00.000Z,2.36223091,48.83253264,,,,,POINT(48.83253264 2.36223091),1
,,,,,,,,,,,2018-1509,2018,Long métrage,MEILLEUR RESTE À VENIR,Chapter 2,68 Rue De Rochechouart,75009,2018-12-04T00:00:00.000Z,1,2018-12-04T00:00:00.000Z,2.34659439,48.88138667,MEILLEUR RESTE À VENIR,tt9284430,,,POINT(48.88138667 2.34659439),1
,,,,,,,,,,,2018-151,2018,Série TV,ART DU CRIME,Gaumont Television C/o Gaumont Production Television,1 Rue De La Légion D'honneur,75007,2018-02-26T00:00:00.000Z,1,2018-02-26T00:00:00.000Z,2.32569601,48.86045037,,,,,POINT(48.86045037 2.32569601),1
,,,,,,,,,,,2018-1510,2018,Long métrage,MEILLEUR RESTE À VENIR,Chapter 2,2 Rue Turgot,75009,2018-12-03T00:00:00.000Z,4,2018-12-06T00:00:00.000Z,2.34563865,48.87988847,MEILLEUR RESTE À VENIR,tt9284430,,,POINT(48.87988847 2.34563865),1
,,,,,,,,,,,2018-1511,2018,Long métrage,MEILLEUR RESTE À VENIR,Chapter 2,32 Rue Condorcet,75009,2018-12-03T00:00:00.000Z,1,2018-12-03T00:00:00.000Z,2.3457879999999998,48.8797844,MEILLEUR RESTE À VENIR,tt9284430,,,POINT(48.8797844 2.3457879999999998),1
,,,,,,,,,,,2018-1512,2018,Long métrage,MEILLEUR RESTE À VENIR,Chapter 2,2 Rue Turgot,75009,2018-12-05T00:00:00.000Z,1,2018-12-05T00:00:00.000Z,2.34563865,48.87988847,MEILLEUR RESTE À VENIR,tt9284430,,,POINT(48.87988847 2.34563865),1
,,,,,,,,Stéphane Batut,France,1968-01-01T00:00:00Z,2018-1513,2018,Long métrage,"NUIT, JE MENS...",Zadig Films,Avenue De La Cascade,75019,2018-12-06T00:00:00.000Z,2,2018-12-07T00:00:00.000Z,2.38589313,48.88002119,,,,,POINT(48.88002119 2.38589313),1
,,,,,,,,Stéphane Batut,France,1968-01-01T00:00:00Z,2018-1514,2018,Long métrage,"NUIT, JE MENS...",Zadig Films,56 Rue Raffet,75016,2018-12-10T00:00:00.000Z,2,2018-12-11T00:00:00.000Z,2.26226464,48.85291782,,,,,POINT(48.85291782 2.26226464),1
,,,,,,,,Katia Lewkowicz,France,1973-03-26T00:00:00Z,2018-1515,2018,Long métrage,FORTE,Quad Films,157 Rue De Crimée,75019,2018-12-05T00:00:00.000Z,1,2018-12-05T00:00:00.000Z,2.37954825,48.88807303,,,,,POINT(48.88807303 2.37954825),1
,,,,,,,,Katia Lewkowicz,France,1973-03-26T00:00:00Z,2018-1516,2018,Long métrage,FORTE,Quad Films,41b Quai De La Loire,75019,2018-12-05T00:00:00.000Z,2,2018-12-06T00:00:00.000Z,2.37902873,48.8876142,,,,,POINT(48.8876142 2.37902873),1
,,,,,,,,,,,2018-1517,2018,Téléfilm,BIGGIE LA FAIM DE VIVRE,Barjac Production,Place Marcel Aymé,75018,2018-12-04T00:00:00.000Z,2,2018-12-05T00:00:00.000Z,2.33797543,48.88756144,,,,,POINT(48.88756144 2.33797543),1
,,,,,,,,Katia Lewkowicz,France,1973-03-26T00:00:00Z,2018-1518,2018,Long métrage,FORTE,Quad Films,5 Avenue Albert De Mun,75116,2018-12-06T00:00:00.000Z,3,2018-12-08T00:00:00.000Z,2.29147419,48.86303972,,,,,POINT(48.86303972 2.29147419),1
,,,,,,,,Katia Lewkowicz,France,1973-03-26T00:00:00Z,2018-1519,2018,Long métrage,FORTE,Quad Films,5 Avenue Albert De Mun,75116,2018-12-06T00:00:00.000Z,3,2018-12-08T00:00:00.000Z,2.29147419,48.86303972,,,,,POINT(48.86303972 2.29147419),1
,,,,,,,,,,,2018-152,2018,Série TV,ART DU CRIME,Gaumont Television C/o Gaumont Production Television,12 Avenue Trudaine,75009,2018-02-28T00:00:00.000Z,1,2018-02-28T00:00:00.000Z,2.3434236999999998,48.88148627,,,,,POINT(48.88148627 2.3434236999999998),1
,,,,,,,,,,,2018-1520,2018,Long métrage,MEILLEUR RESTE À VENIR,Chapter 2,1b Rue Lallier,75009,2018-12-06T00:00:00.000Z,1,2018-12-06T00:00:00.000Z,2.34090204,48.88137903,MEILLEUR RESTE À VENIR,tt9284430,,,POINT(48.88137903 2.34090204),1
,,,,,,,,,,,2018-1521,2018,Long métrage,MEILLEUR RESTE À VENIR,Chapter 2,144 Boulevard Exelmans,75016,2018-12-10T00:00:00.000Z,1,2018-12-10T00:00:00.000Z,2.25984355,48.84768125,MEILLEUR RESTE À VENIR,tt9284430,,,POINT(48.84768125 2.25984355),1
,,,,,,,,,,,2018-1522,2018,Long métrage,MEILLEUR RESTE À VENIR,Chapter 2,51 Rue Molitor,75016,2018-12-10T00:00:00.000Z,1,2018-12-10T00:00:00.000Z,2.25814759,48.84523856,MEILLEUR RESTE À VENIR,tt9284430,,,POINT(48.84523856 2.25814759),1
,,,,,,,,Katia Lewkowicz,France,1973-03-26T00:00:00Z,2018-1523,2018,Long métrage,FORTE,Quad Films,10 Rue Montmartre,75001,2018-11-28T00:00:00.000Z,1,2018-11-28T00:00:00.000Z,2.3459140400000003,48.86360382,,,,,POINT(48.86360382 2.3459140400000003),1
,,,,,,,,Katia Lewkowicz,France,1973-03-26T00:00:00Z,2018-1524,2018,Long métrage,FORTE,Quad Films,62 Rue De Ménilmontant,75020,2018-11-29T00:00:00.000Z,1,2018-11-29T00:00:00.000Z,2.38906034,48.86832409,,,,,POINT(48.86832409 2.38906034),1
,,,,,,,,,,,2018-1525,2018,Long métrage,MEILLEUR RESTE À VENIR,Chapter 2,Rue Turgot,75009,2018-12-06T00:00:00.000Z,1,2018-12-06T00:00:00.000Z,2.34555854,48.87987362,MEILLEUR RESTE À VENIR,tt9284430,,,POINT(48.87987362 2.34555854),1
,,,,,,,,Katia Lewkowicz,France,1973-03-26T00:00:00Z,2018-1526,2018,Long métrage,FORTE,Quad Films,84 Rue Championnet,75018,2018-12-10T00:00:00.000Z,3,2018-12-12T00:00:00.000Z,2.34320194,48.89586915,,,,,POINT(48.89586915 2.34320194),1
,,,,,,,,,,,2018-1527,2018,Téléfilm,ASTRID,Jla,166 Rue Du Faubourg Poissonnière,75010,2018-12-06T00:00:00.000Z,1,2018-12-06T00:00:00.000Z,2.34977118,48.88246546,ASTRID,tt6433456,,,POINT(48.88246546 2.34977118),1
,,,,,,,,,,,2018-1528,2018,Téléfilm,ASTRID,Jla,173 Rue Du Faubourg Poissonnière,75009,2018-12-07T00:00:00.000Z,1,2018-12-07T00:00:00.000Z,2.34966426,48.88175903,ASTRID,tt6433456,,,POINT(48.88175903 2.34966426),1
,,,,,,,,,,,2018-1529,2018,Téléfilm,ASTRID,Jla,36 Rue Des Saules,75018,2018-12-13T00:00:00.000Z,1,2018-12-13T00:00:00.000Z,2.34032593,48.88988145,ASTRID,tt6433456,,,POINT(48.88988145 2.34032593),1
,,,,,,,,,,,2018-153,2018,Série TV,ART DU CRIME,Gaumont Television C/o Gaumont Production Television,12 Avenue Trudaine,75009,2018-03-01T00:00:00.000Z,1,2018-03-01T00:00:00.000Z,2.3434236999999998,48.88148627,,,,,POINT(48.88148627 2.3434236999999998),1
,,,,,,,,,,,2018-1530,2018,Long métrage,PLACE DES VICTOIRES,White Panama Films,38 Boulevard Des Italiens,75009,2018-12-11T00:00:00.000Z,2,2018-12-12T00:00:00.000Z,2.33443321,48.87118676,PLACE DES VICTOIRES,tt8431314,,,POINT(48.87118676 2.33443321),1
Immeuble,19e siècle,10 rue d'Aumale,PA00088923,2.33654870101728,48.8781525477485,"48.8781525477,2.33654870102",POINT(48.8781525477485 2.33654870101728),,,,2018-1531,2018,Long métrage,PLACE DES VICTOIRES,White Panama Films,12 Rue D'aumale,75009,2018-12-12T00:00:00.000Z,2,2018-12-13T00:00:00.000Z,2.3363258,48.87811832,PLACE DES VICTOIRES,tt8431314,,,POINT(48.87811832 2.3363258),1
,,,,,,,,,,,2018-1532,2018,Long métrage,PLACE DES VICTOIRES,White Panama Films,9 Rue Du Faubourg Saint-denis,75010,2018-12-13T00:00:00.000Z,1,2018-12-13T00:00:00.000Z,2.35275739,48.87018592,PLACE DES VICTOIRES,tt8431314,,,POINT(48.87018592 2.35275739),1
,,,,,,,,,,,2018-1533,2018,Série TV,"TOI, TOI, MON TOIT",Thalie Images - Ttmt,37 Cours De Vincennes,75020,2018-12-11T00:00:00.000Z,1,2018-12-11T00:00:00.000Z,2.40265673,48.84817482,,,,,POINT(48.84817482 2.40265673),1
,,,,,,,,,,,2018-1534,2018,Série TV,"TOI, TOI, MON TOIT",Thalie Images - Ttmt,58 Boulevard De Picpus,75012,2018-12-11T00:00:00.000Z,3,2018-12-13T00:00:00.000Z,2.40222303,48.84403949,,,,,POINT(48.84403949 2.40222303),1
,,,,,,,,Katia Lewkowicz,France,1973-03-26T00:00:00Z,2018-1535,2018,Long métrage,FORTE,Quad Films,Passage Penel,75018,2018-12-10T00:00:00.000Z,1,2018-12-10T00:00:00.000Z,2.34311076,48.89585915,,,,,POINT(48.89585915 2.34311076),1
,,,,,,,,,,,2018-1536,2018,Long métrage,MEILLEUR RESTE À VENIR,Chapter 2,4 Rue Richer,75009,2018-12-11T00:00:00.000Z,2,2018-12-12T00:00:00.000Z,2.34748106,48.87408218,MEILLEUR RESTE À VENIR,tt9284430,,,POINT(48.87408218 2.34748106),1
,,,,,,,,Katia Lewkowicz,France,1973-03-26T00:00:00Z,2018-1537,2018,Long métrage,FORTE,Quad Films,60 Rue Duhesme,75018,2018-12-11T00:00:00.000Z,1,2018-12-11T00:00:00.000Z,2.34244121,48.89309732,,,,,POINT(48.89309732 2.34244121),1
,,,,,,,,Julien Rambaldi,France,1971-02-17T00:00:00Z,2018-1538,2018,Long métrage,C'EST LA VIE,Recifilms,35 Boulevard De Courcelles,75008,2018-12-10T00:00:00.000Z,1,2018-12-10T00:00:00.000Z,2.31123909,48.88051652,C'EST LA VIE,tt9162090,,,POINT(48.88051652 2.31123909),1
,,,,,,,,Arnaud Sélignac,France,1957-02-15T00:00:00Z,2018-1539,2018,Téléfilm,DES RÊVES AU-DESSUS DE LEUR TÊTE,Son Et Lumiere,7 Rue Boursault,75017,2018-12-12T00:00:00.000Z,1,2018-12-12T00:00:00.000Z,2.32053703,48.88299011,,,,,POINT(48.88299011 2.32053703),1
,,,,,,,,,,,2018-154,2018,Série TV,ART DU CRIME,Gaumont Television C/o Gaumont Production Television,Avenue Trudaine,75009,2018-03-01T00:00:00.000Z,1,2018-03-01T00:00:00.000Z,2.34432853,48.88146136,,,,,POINT(48.88146136 2.34432853),1
,,,,,,,,Arnaud Sélignac,France,1957-02-15T00:00:00Z,2018-1540,2018,Téléfilm,DES RÊVES AU-DESSUS DE LEUR TÊTE,Son Et Lumiere,75 Rue La Condamine,75017,2018-12-12T00:00:00.000Z,1,2018-12-12T00:00:00.000Z,2.31983247,48.88456173,,,,,POINT(48.88456173 2.31983247),1
,,,,,,,,Jean-Paul Salomé,France,1960-09-14T00:00:00Z,2018-1541,2018,Long métrage,DARONNE,Les Films Du Lendemain,19 Avenue Kléber,75116,2018-12-11T00:00:00.000Z,1,2018-12-11T00:00:00.000Z,2.2933214299999998,48.87101674,,,,,POINT(48.87101674 2.2933214299999998),1
,,,,,,,,Katia Lewkowicz,France,1973-03-26T00:00:00Z,2018-1542,2018,Long métrage,FORTE,Quad Films,23 Rue Hermel,75018,2018-12-13T00:00:00.000Z,8,2018-12-20T00:00:00.000Z,2.34427624,48.89123499,,,,,POINT(48.89123499 2.34427624),1
,,,,,,,,Julien Rambaldi,France,1971-02-17T00:00:00Z,2018-1543,2018,Long métrage,C'EST LA VIE,Recifilms,61 Rue Henry Farman,75015,2018-12-13T00:00:00.000Z,2,2018-12-14T00:00:00.000Z,2.27122735,48.83358923,C'EST LA VIE,tt9162090,,,POINT(48.83358923 2.27122735),1
,,,,,,,,Julien Rambaldi,France,1971-02-17T00:00:00Z,2018-1544,2018,Long métrage,C'EST LA VIE,Recifilms,1 Place De Breteuil,75007,2018-12-11T00:00:00.000Z,1,2018-12-11T00:00:00.000Z,2.31224982,48.84770728,C'EST LA VIE,tt9162090,,,POINT(48.84770728 2.31224982),1
,,,,,,,,,,,2018-1545,2018,Long métrage,MEILLEUR RESTE À VENIR,Chapter 2,104 Rue Jean-pierre Timbaud,75011,2018-12-13T00:00:00.000Z,1,2018-12-13T00:00:00.000Z,2.37876774,48.86798014,MEILLEUR RESTE À VENIR,tt9284430,,,POINT(48.86798014 2.37876774),1
,,,,,,,,,,,2018-1546,2018,Long métrage,MEILLEUR RESTE À VENIR,Chapter 2,93 Rue Jean-pierre Timbaud,75011,2018-12-13T00:00:00.000Z,1,2018-12-13T00:00:00.000Z,2.37927092,48.86834491,MEILLEUR RESTE À VENIR,tt9284430,,,POINT(48.86834491 2.37927092),1
,,,,,,,,,,,2018-1547,2018,Long métrage,NUIT VENUE,Koro Film,Avenue De La Porte De La Villette,75019,2018-12-11T00:00:00.000Z,1,2018-12-11T00:00:00.000Z,2.38766126,48.89958912,NUIT VENUE,tt9262952,,,POINT(48.89958912 2.38766126),1
,,,,,,,,,,,2018-1548,2018,Long métrage,NUIT VENUE,Koro Film,58 Rue De Courcelles,75008,2018-12-12T00:00:00.000Z,1,2018-12-12T00:00:00.000Z,2.30719409,48.8771012,NUIT VENUE,tt9262952,,,POINT(48.8771012 2.30719409),1
,,,,,,,,,,,2018-1549,2018,Long métrage,NUIT VENUE,Koro Film,22 Rue De Belleville,75020,2018-12-10T00:00:00.000Z,2,2018-12-11T00:00:00.000Z,2.37915447,48.87258945,NUIT VENUE,tt9262952,,,POINT(48.87258945 2.37915447),1
,,,,,,,,Rémi Bezançon,France,1971-03-25T00:00:00Z,2018-155,2018,Long métrage,MYSTERE HENRI PICK,Mandarin Production,61 Avenue De L'observatoire,75014,2018-03-12T00:00:00.000Z,1,2018-03-12T00:00:00.000Z,2.3365527999999998,48.83697308,,,,,POINT(48.83697308 2.3365527999999998),1
,,,,,,,,,,,2018-1550,2018,Long métrage,NUIT VENUE,Koro Film,100 Rue Chardon-lagache,75016,2018-12-11T00:00:00.000Z,2,2018-12-12T00:00:00.000Z,2.26267621,48.83982682,NUIT VENUE,tt9262952,,,POINT(48.83982682 2.26267621),1
,,,,,,,,,,,2018-1551,2018,Long métrage,NUIT VENUE,Koro Film,Boulevard Gouvion-saint-cyr,75017,2018-12-12T00:00:00.000Z,2,2018-12-13T00:00:00.000Z,2.28735985,48.88304848,NUIT VENUE,tt9262952,,,POINT(48.88304848 2.28735985),1
,,,,,,,,,,,2018-1552,2018,Long métrage,NUIT VENUE,Koro Film,36 Avenue Philippe-auguste,75011,2018-12-13T00:00:00.000Z,2,2018-12-14T00:00:00.000Z,2.39411549,48.85166187,NUIT VENUE,tt9262952,,,POINT(48.85166187 2.39411549),1
,,,,,,,,Katia Lewkowicz,France,1973-03-26T00:00:00Z,2018-1553,2018,Long métrage,FORTE,Quad Films,86 Rue Du Ruisseau,75018,2018-12-07T00:00:00.000Z,1,2018-12-07T00:00:00.000Z,2.34155989,48.89592712,,,,,POINT(48.89592712 2.34155989),1
,,,,,,,,Katia Lewkowicz,France,1973-03-26T00:00:00Z,2018-1554,2018,Long métrage,FORTE,Quad Films,4 Passage Penel,75018,2018-12-07T00:00:00.000Z,2,2018-12-08T00:00:00.000Z,2.34284847,48.89596636,,,,,POINT(48.89596636 2.34284847),1
,,,,,,,,,,,2018-1555,2018,Long métrage,PLACE DES VICTOIRES,White Panama Films,35 Rue Jouffroy D'abbans,75017,2018-12-15T00:00:00.000Z,1,2018-12-15T00:00:00.000Z,2.30890474,48.8856501,PLACE DES VICTOIRES,tt8431314,,,POINT(48.8856501 2.30890474),1
,,,,,,,,,,,2018-1556,2018,Téléfilm,BIGGIE LA FAIM DE VIVRE,Barjac Production,1 Rue De La Manutention,75116,2018-12-14T00:00:00.000Z,1,2018-12-14T00:00:00.000Z,2.29607471,48.86363823,,,,,POINT(48.86363823 2.29607471),1
,,,,,,,,,,,2018-1557,2018,Téléfilm,BIGGIE LA FAIM DE VIVRE,Barjac Production,34 Rue Leblanc,75015,2018-12-14T00:00:00.000Z,1,2018-12-14T00:00:00.000Z,2.27523701,48.8393151,,,,,POINT(48.8393151 2.27523701),1
,,,,,,,,,,,2018-1558,2018,Téléfilm,BIGGIE LA FAIM DE VIVRE,Barjac Production,14 Rue Du Professeur Florian Delbarre,75015,2018-12-14T00:00:00.000Z,1,2018-12-14T00:00:00.000Z,2.27159907,48.83927949,,,,,POINT(48.83927949 2.27159907),1
,,,,,,,,,,,2018-1559,2018,Téléfilm,BIGGIE LA FAIM DE VIVRE,Barjac Production,Passerelle Debilly,75007,2018-12-14T00:00:00.000Z,1,2018-12-14T00:00:00.000Z,2.29724004,48.86216034,,,,,POINT(48.86216034 2.29724004),1
Immeuble,18e siècle,37 rue de la Harpe,PA00088451,2.34435247046198,48.8520216663833,"48.8520216664,2.34435247046",POINT(48.8520216663833 2.34435247046198),Audrey Diwan,France,1980-01-01T00:00:00Z,2018-156,2018,Long métrage,MAIS VOUS ETES FOUS,Rectangle Productions,39 Rue De La Harpe,75005,2018-02-22T00:00:00.000Z,1,2018-02-22T00:00:00.000Z,2.34431138,48.85198327,,,,,POINT(48.85198327 2.34431138),1
,,,,,,,,,,,2018-1560,2018,Long métrage,PLACE DES VICTOIRES,White Panama Films,Pont Au Change,75004,2018-12-18T00:00:00.000Z,1,2018-12-18T00:00:00.000Z,2.34705265,48.85707905,PLACE DES VICTOIRES,tt8431314,,,POINT(48.85707905 2.34705265),1
,,,,,,,,,,,2018-1561,2018,Long métrage,PLACE DES VICTOIRES,White Panama Films,11 Rue De Trétaigne,75018,2018-12-20T00:00:00.000Z,1,2018-12-20T00:00:00.000Z,2.34218526,48.89205388,PLACE DES VICTOIRES,tt8431314,,,POINT(48.89205388 2.34218526),1
,,,,,,,,,,,2018-1562,2018,Long métrage,PLACE DES VICTOIRES,White Panama Films,Rue De Lutèce,75004,2018-12-18T00:00:00.000Z,1,2018-12-18T00:00:00.000Z,2.3469616,48.85507589,PLACE DES VICTOIRES,tt8431314,,,POINT(48.85507589 2.3469616),1
,,,,,,,,,,,2018-1563,2018,Long métrage,MEILLEUR RESTE À VENIR,Chapter 2,3 Rue Bachaumont,75002,2018-12-18T00:00:00.000Z,2,2018-12-19T00:00:00.000Z,2.34653209,48.86585089,MEILLEUR RESTE À VENIR,tt9284430,,,POINT(48.86585089 2.34653209),1
,,,,,,,,,,,2018-1564,2018,Long métrage,NUIT VENUE,Koro Film,Boulevard D'indochine,75019,2018-12-19T00:00:00.000Z,2,2018-12-20T00:00:00.000Z,2.39668197,48.88583263,NUIT VENUE,tt9262952,,,POINT(48.88583263 2.39668197),1
,,,,,,,,Arnaud Sélignac,France,1957-02-15T00:00:00Z,2018-1565,2018,Téléfilm,DES RÊVES AU-DESSUS DE LEUR TÊTE,Son Et Lumiere,12 Rue Lambert,75018,2018-12-18T00:00:00.000Z,5,2018-12-22T00:00:00.000Z,2.34570846,48.88884165,,,,,POINT(48.88884165 2.34570846),1
,,,,,,,,Katia Lewkowicz,France,1973-03-26T00:00:00Z,2018-1566,2018,Long métrage,FORTE,Quad Films,12 Rue Frochot,75009,2018-12-20T00:00:00.000Z,2,2018-12-21T00:00:00.000Z,2.3374538,48.88164094,,,,,POINT(48.88164094 2.3374538),1
,,,,,,,,Katia Lewkowicz,France,1973-03-26T00:00:00Z,2018-1567,2018,Long métrage,FORTE,Quad Films,1 Place Pigalle,75009,2018-12-20T00:00:00.000Z,1,2018-12-20T00:00:00.000Z,2.33776162,48.88207825,,,,,POINT(48.88207825 2.33776162),1
,,,,,,,,Katia Lewkowicz,France,1973-03-26T00:00:00Z,2018-1568,2018,Long métrage,FORTE,Quad Films,259 Avenue Gambetta,75020,2018-12-20T00:00:00.000Z,1,2018-12-20T00:00:00.000Z,2.40622469,48.87670919,,,,,POINT(48.87670919 2.40622469),1
,,,,,,,,Katia Lewkowicz,France,1973-03-26T00:00:00Z,2018-1569,2018,Long métrage,FORTE,Quad Films,Avenue De La Porte Des Lilas,75020,2018-12-20T00:00:00.000Z,1,2018-12-20T00:00:00.000Z,2.41032836,48.87827696,,,,,POINT(48.87827696 2.41032836),1
Maison,17e siècle,20 rue de l'Hirondelle,PA00088588,2.34311303445337,48.8535958218289,"48.8535958218,2.34311303445",POINT(48.8535958218289 2.34311303445337),Audrey Diwan,France,1980-01-01T00:00:00Z,2018-157,2018,Long métrage,MAIS VOUS ETES FOUS,Rectangle Productions,Rue De L'hirondelle,75006,2018-02-21T00:00:00.000Z,1,2018-02-21T00:00:00.000Z,2.34328164,48.85354429,,,,,POINT(48.85354429 2.34328164),1
,,,,,,,,Igor Gotesman,France,1986-01-01T00:00:00Z,2018-1570,2018,Série TV,FAMILY BUSINESS,Sas Les Films Du Kiosque,1 Rue Des Hospitalières Saint-gervais,75004,2018-12-20T00:00:00.000Z,1,2018-12-20T00:00:00.000Z,2.35846704,48.85777684,,,,,POINT(48.85777684 2.35846704),1
,,,,,,,,Igor Gotesman,France,1986-01-01T00:00:00Z,2018-1571,2018,Série TV,FAMILY BUSINESS,Sas Les Films Du Kiosque,Rue Des Coutures Saint-gervais,75003,2018-12-20T00:00:00.000Z,1,2018-12-20T00:00:00.000Z,2.36188386,48.86037902,,,,,POINT(48.86037902 2.36188386),1
Maison,17e siècle,9 rue Aubriot,PA00086330,2.35728430910914,48.8587833174648,"48.8587833175,2.35728430911",POINT(48.8587833174648 2.35728430910914),Igor Gotesman,France,1986-01-01T00:00:00Z,2018-1572,2018,Série TV,FAMILY BUSINESS,Sas Les Films Du Kiosque,15 Rue Des Blancs Manteaux,75004,2018-12-20T00:00:00.000Z,1,2018-12-20T00:00:00.000Z,2.35743154,48.85874028,,,,,POINT(48.85874028 2.35743154),1
,,,,,,,,Igor Gotesman,France,1986-01-01T00:00:00Z,2018-1573,2018,Série TV,FAMILY BUSINESS,Sas Les Films Du Kiosque,46 Rue Des Francs Bourgeois,75003,2018-12-20T00:00:00.000Z,1,2018-12-20T00:00:00.000Z,2.35876406,48.85882044,,,,,POINT(48.85882044 2.35876406),1
,,,,,,,,,,,2018-1574,2018,Long métrage,PLACE DES VICTOIRES,White Panama Films,Rue De Phalsbourg,75017,2018-12-22T00:00:00.000Z,1,2018-12-22T00:00:00.000Z,2.30896596,48.88266744,PLACE DES VICTOIRES,tt8431314,,,POINT(48.88266744 2.30896596),1
,,,,,,,,,,,2018-1575,2018,Long métrage,MEILLEUR RESTE À VENIR,Chapter 2,91 Rue De Rome,75017,2018-12-20T00:00:00.000Z,1,2018-12-20T00:00:00.000Z,2.31920243,48.88316668,MEILLEUR RESTE À VENIR,tt9284430,,,POINT(48.88316668 2.31920243),1
,,,,,,,,,,,2018-1576,2018,Long métrage,MEILLEUR RESTE À VENIR,Chapter 2,13 Rue Lebouteux,75017,2018-12-21T00:00:00.000Z,1,2018-12-21T00:00:00.000Z,2.31572388,48.88324997,MEILLEUR RESTE À VENIR,tt9284430,,,POINT(48.88324997 2.31572388),1
,,,,,,,,,,,2018-1577,2018,Long métrage,MEILLEUR RESTE À VENIR,Chapter 2,7 Rue Rembrandt,75008,2018-12-20T00:00:00.000Z,1,2018-12-20T00:00:00.000Z,2.30803075,48.87722427,MEILLEUR RESTE À VENIR,tt9284430,,,POINT(48.87722427 2.30803075),1
,,,,,,,,,,,2018-1578,2018,Téléfilm,BIGGIE LA FAIM DE VIVRE,Barjac Production,14 Rue Du Professeur Florian Delbarre,75015,2018-12-14T00:00:00.000Z,1,2018-12-14T00:00:00.000Z,2.27159907,48.83927949,,,,,POINT(48.83927949 2.27159907),1
,,,,,,,,Jean-Paul Salomé,France,1960-09-14T00:00:00Z,2018-1579,2018,Long métrage,DARONNE,Les Films Du Lendemain,Place De La Porte De Bagnolet,75020,2018-12-20T00:00:00.000Z,1,2018-12-20T00:00:00.000Z,2.40864825,48.86429534,,,,,POINT(48.86429534 2.40864825),1
,,,,,,,,Audrey Diwan,France,1980-01-01T00:00:00Z,2018-158,2018,Long métrage,MAIS VOUS ETES FOUS,Rectangle Productions,Rue Saint-séverin,75005,2018-02-21T00:00:00.000Z,2,2018-02-22T00:00:00.000Z,2.34508451,48.85245838,,,,,POINT(48.85245838 2.34508451),1
,,,,,,,,Audrey Diwan,France,1980-01-01T00:00:00Z,2018-159,2018,Long métrage,MAIS VOUS ETES FOUS,Rectangle Productions,Place Saint-andre Des Arts,75006,2018-02-21T00:00:00.000Z,1,2018-02-21T00:00:00.000Z,2.34326714,48.85311718,,,,,POINT(48.85311718 2.34326714),1
,,,,,,,,Frédéric Jardin,France,1968-05-28T00:00:00Z,2018-16,2018,Série TV,ENGRENAGES,Son Et Lumière,127 Quai De Valmy,75010,2018-02-22T00:00:00.000Z,3,2018-02-24T00:00:00.000Z,2.3637573,48.875927,,,,,POINT(48.875927 2.3637573),1
,,,,,,,,Rémi Bezançon,France,1971-03-25T00:00:00Z,2018-160,2018,Long métrage,MYSTERE HENRI PICK,Mandarin Production,Rue Las Cases,75007,2018-03-01T00:00:00.000Z,1,2018-03-01T00:00:00.000Z,2.31983481,48.85864595,,,,,POINT(48.85864595 2.31983481),1
,,,,,,,,Rémi Bezançon,France,1971-03-25T00:00:00Z,2018-161,2018,Long métrage,MYSTERE HENRI PICK,Mandarin Production,111 Rue De Grenelle,75007,2018-03-20T00:00:00.000Z,2,2018-03-21T00:00:00.000Z,2.31819589,48.857319,,,,,POINT(48.857319 2.31819589),1
,,,,,,,,,,,2018-162,2018,Long métrage,ZONE FRANCHE,Adnp Quad Films,Place De L'opéra,75009,2018-02-23T00:00:00.000Z,1,2018-02-23T00:00:00.000Z,2.33187457,48.8710898,,,,,POINT(48.8710898 2.33187457),1
,,,,,,,,,,,2018-163,2018,Long métrage,VERSUS,Playground Films,3 Rue Des Frigos,75013,2018-02-22T00:00:00.000Z,2,2018-02-23T00:00:00.000Z,2.38025843,48.83033962,VERSUS,tt7511972,,,POINT(48.83033962 2.38025843),1
